player,rank,points,url_perfil
J. Trotter,332,145,https://www.atptour.com/en/players/james-trotter/t0bw/overview
F. Mena,333,145,https://www.atptour.com/en/players/facundo-mena/mj98/overview
G. Hussey,334,145,https://www.atptour.com/en/players/giles-hussey/h0dc/overview
H. Habib,335,143,https://www.atptour.com/en/players/hady-habib/hf80/overview
S. Cuenin,336,143,https://www.atptour.com/en/players/sean-cuenin/c0jx/overview
S. Kwon,337,142,https://www.atptour.com/en/players/soonwoo-kwon/kf17/overview
J. Sels,338,142,https://www.atptour.com/en/players/jelle-sels/so20/overview
G. Villanueva,339,141,https://www.atptour.com/en/players/gonzalo-villanueva/v821/overview
A. Ghibaudo,340,140,https://www.atptour.com/en/players/antoine-ghibaudo/g0iw/overview
P. Zahraj,341,140,https://www.atptour.com/en/players/patrick-zahraj/z09f/overview
M. Krumich,342,140,https://www.atptour.com/en/players/martin-krumich/k0fy/overview
C. Sanchez Jover,343,140,https://www.atptour.com/en/players/carlos-sanchez-jover/s0cg/overview
F. Broska,344,139,https://www.atptour.com/en/players/florian-broska/b0c5/overview
J. La Serna,345,139,https://www.atptour.com/en/players/juan-manuel-la-serna/l0gr/overview
D. Ajdukovic,346,139,https://www.atptour.com/en/players/duje-ajdukovic/a0cj/overview
S. Shin,347,138,https://www.atptour.com/en/players/sanhui-shin/s09p/overview
J. Torres,348,138,https://www.atptour.com/en/players/juan-bautista-torres/t0dm/overview
M. Sharipov,349,137,https://www.atptour.com/en/players/marat-sharipov/s0mn/overview
M. Martineau,350,137,https://www.atptour.com/en/players/matteo-martineau/mw76/overview
O. Prihodko,351,136,https://www.atptour.com/en/players/oleg-prihodko/pl64/overview
S. Dostanic,352,135,https://www.atptour.com/en/players/stefan-dostanic/d0d4/overview
M. Mmoh,353,134,https://www.atptour.com/en/players/michael-mmoh/mp01/overview
A. Soriano Barrera,354,134,https://www.atptour.com/en/players/adria-soriano-barrera/s0bt/overview
G. Piraino,355,132,https://www.atptour.com/en/players/gabriele-piraino/p0i6/overview
I. Xilas,356,132,https://www.atptour.com/en/players/ioannis-xilas/x01c/overview
R. Brancaccio,357,132,https://www.atptour.com/en/players/raul-brancaccio/bv24/overview
T. Svajda,358,131,https://www.atptour.com/en/players/trevor-svajda/s0vm/overview
M. Kasnikowski,359,131,https://www.atptour.com/en/players/maks-kasnikowski/k0hc/overview
J. Forejtek,360,131,https://www.atptour.com/en/players/jonas-forejtek/f0bt/overview
A. Ilagan,361,130,https://www.atptour.com/en/players/andre-ilagan/i0b0/overview
D. Yevseyev,362,130,https://www.atptour.com/en/players/denis-yevseyev/y171/overview
P. Kotov,363,129,https://www.atptour.com/en/players/pavel-kotov/k09f/overview
H. Stewart,364,129,https://www.atptour.com/en/players/hamish-stewart/s0ex/overview
V. Bielinskyi,365,128,https://www.atptour.com/en/players/viacheslav-bielinskyi/b0ll/overview
M. Polmans,366,128,https://www.atptour.com/en/players/marc-polmans/pg94/overview
H. Matsuoka,367,128,https://www.atptour.com/en/players/hayato-matsuoka/m0sc/overview
R. Perot,368,127,https://www.atptour.com/en/players/raphael-perot/p0mg/overview
Y. Shimizu,369,127,https://www.atptour.com/en/players/yuta-shimizu/s0aq/overview
T. Wu,370,127,https://www.atptour.com/en/players/tung-lin-wu/w857/overview
C. Negritu,371,127,https://www.atptour.com/en/players/christoph-negritu/n731/overview
L. Tu,372,126,https://www.atptour.com/en/players/li-tu/tc01/overview
D. Stricker,373,126,https://www.atptour.com/en/players/dominic-stricker/s0la/overview
J. Barranco Cosano,374,126,https://www.atptour.com/en/players/javier-barranco-cosano/bv25/overview
R. Gasquet,375,125,https://www.atptour.com/en/players/richard-gasquet/g628/overview
I. Montes-De La Torre,376,125,https://www.atptour.com/en/players/inaki-montes-de-la-torre/m0nl/overview
O. Jasika,377,125,https://www.atptour.com/en/players/omar-jasika/j553/overview
F. Coria,378,124,https://www.atptour.com/en/players/federico-coria/ce77/overview
P. Sakamoto,379,124,https://www.atptour.com/en/players/pedro-sakamoto/sl94/overview
H. Chung,380,124,https://www.atptour.com/en/players/hyeon-chung/ch27/overview
M. Alkaya,381,124,https://www.atptour.com/en/players/mert-alkaya/a09q/overview
D. Milavsky,382,124,https://www.atptour.com/en/players/daniel-milavsky/m0rg/overview
M. Alcala Gurri,383,124,https://www.atptour.com/en/players/max-alcala-gurri/a0ea/overview
D. Jorda Sanchis,384,124,https://www.atptour.com/en/players/david-jorda-sanchis/j476/overview
Y. Erel,385,122,https://www.atptour.com/en/players/yanki-erel/e0aa/overview
M. Poljicak,386,122,https://www.atptour.com/en/players/mili-poljicak/p0gq/overview
D. Martin,387,121,https://www.atptour.com/en/players/dan--martin/m0c2/overview
F. Bagnis,388,120,https://www.atptour.com/en/players/facundo-bagnis/bf23/overview
C. Eubanks,389,120,https://www.atptour.com/en/players/christopher-eubanks/e865/overview
A. Gray,390,120,https://www.atptour.com/en/players/alastair-gray/g0ao/overview
C. Caniato,391,120,https://www.atptour.com/en/players/carlo-alberto-caniato/c0lk/overview
F. Arnaboldi,392,120,https://www.atptour.com/en/players/federico-arnaboldi/a0ba/overview
K. Samrej,393,120,https://www.atptour.com/en/players/kasidit-samrej/s0hr/overview
C. Denolly,394,119,https://www.atptour.com/en/players/corentin-denolly/df92/overview
A. Ramos-Vinolas,395,118,https://www.atptour.com/en/players/albert-ramos-vinolas/r772/overview
A. Dougaz,396,118,https://www.atptour.com/en/players/aziz-dougaz/df88/overview
M. Kouame,397,118,https://www.atptour.com/en/players/moise-kouame/k0o4/overview
H. Casanova,398,118,https://www.atptour.com/en/players/hernan-casanova/cg07/overview
C. Cretu,399,118,https://www.atptour.com/en/players/cezar-cretu/c0b2/overview
A. Perez,400,118,https://www.atptour.com/en/players/alfredo-perez/pl39/overview
